block_size,waste_pct,blocks_per_seq,admitted
1,0.0,1057.86,427
2,0.044114218012465414,529.1633333333333,424
4,0.14116549763988934,264.8383333333333,430
8,0.3258150101777803,132.66333333333333,427
16,0.714020128687476,66.58833333333334,404
32,1.487909553249012,33.55,416
64,2.9802305282992707,17.02166666666667,422
128,6.035455227219733,8.763333333333334,405
256,12.287070122700547,4.64,394
512,24.951631910964903,2.5816666666666666,343
