variant,start_val_loss,val_loss,val_ppl,frozen_lm_val_loss,trainable,frozen,ms_per_step
gated,3.210976302623749,3.0109063148498536,20.305795031678006,3.210976302623749,4213768,3624704,309.4763125692095
ungated,5.851541423797608,3.0008800268173217,20.103220514196284,3.210976302623749,4213768,3624704,287.50599639756337
